,Compound Score,Date,Negative Score,Neutral Score,Postive Score,Text,Tweets Ago,Username
0,0.0,Sat Jun 09 07:22:07 +0000 2018,0.0,1.0,0.0,G7 summit dogged by divisions between Trump and allies https://t.co/KIa4SMpuwh,1,BBCNews
1,-0.1531,Sat Jun 09 07:06:06 +0000 2018,0.151,0.849,0.0,'No dogs allowed' - but what about my assistance dog? https://t.co/xNAlYEacoO,2,BBCNews
2,-0.128,Sat Jun 09 06:59:22 +0000 2018,0.219,0.592,0.189,Birthday Honours 2018: Network Rail boss made CBE amid travel chaos https://t.co/kHWuDHQ9VV,3,BBCNews
3,0.6369,Sat Jun 09 06:33:42 +0000 2018,0.0,0.724,0.276,Canadian GP: Fernando Alonso says 'I'm one of F1's best ever' https://t.co/p81nnU1g6j,4,BBCNews
4,0.0,Sat Jun 09 05:50:03 +0000 2018,0.0,1.0,0.0,South Africa v England: Siya Kolisi - the Springboks captain uniting a country https://t.co/QTMak9yU1c,5,BBCNews
5,0.0,Sat Jun 09 02:28:36 +0000 2018,0.0,1.0,0.0,Meat traces 'found in supermarket vegetarian meals' https://t.co/SIiQRLgK3Z,6,BBCNews
6,0.0,Sat Jun 09 02:07:26 +0000 2018,0.0,1.0,0.0,Maria Esther Bueno: Brazilian star of 1960s women's tennis dies https://t.co/NMc3hai0V5,7,BBCNews
7,-0.2023,Sat Jun 09 01:16:16 +0000 2018,0.141,0.859,0.0,"Boy, 14, charged over string of moped thefts in north London https://t.co/ulne7N3EOv",8,BBCNews
8,-0.5994,Sat Jun 09 00:15:31 +0000 2018,0.281,0.719,0.0,Pregnant and anorexic: 'I was told my baby could die' https://t.co/agj4vcYoSS,9,BBCNews
9,0.0,Sat Jun 09 00:15:31 +0000 2018,0.0,1.0,0.0,US election 2018: The women lining up to topple Trump https://t.co/1kql7F8lMI,10,BBCNews
10,0.0,Sat Jun 09 00:15:31 +0000 2018,0.0,1.0,0.0,Week in pictures: 2 - 8 June 2018 https://t.co/Yt5FdlgG0H,11,BBCNews
11,-0.3612,Sat Jun 09 00:15:31 +0000 2018,0.2,0.8,0.0,Barbed wire and smuggled crabs: Watching North Korea from China https://t.co/g1OL6JN7gt,12,BBCNews
12,0.0,Sat Jun 09 00:15:31 +0000 2018,0.0,1.0,0.0,Anthony Bourdain: Why his travel shows had global appeal https://t.co/0ek8fVzGLJ,13,BBCNews
13,0.0,Sat Jun 09 00:15:30 +0000 2018,0.0,1.0,0.0,Trump Kim summit: Who's pulling the strings? https://t.co/MYuBFgLPGc,14,BBCNews
14,0.0258,Sat Jun 09 00:15:30 +0000 2018,0.0,0.909,0.091,World Cup 2018: Does form matter for teams competing in Russia? https://t.co/eoIaJmbOZU,15,BBCNews
15,0.0,Sat Jun 09 00:15:30 +0000 2018,0.0,1.0,0.0,It's the world's longest non-stop flight... for now https://t.co/ZUUS3UK2Xn,16,BBCNews
16,-0.6369,Sat Jun 09 00:15:30 +0000 2018,0.318,0.682,0.0,Tayyaba abuse case shines light on Pakistan's child maids https://t.co/mL3puqGfC9,17,BBCNews
17,0.4404,Sat Jun 09 00:15:30 +0000 2018,0.0,0.791,0.209,Suffrage centenary: The women getting creative and going on the march https://t.co/EbQCWL2n2I,18,BBCNews
18,0.3612,Sat Jun 09 00:08:31 +0000 2018,0.0,0.783,0.217,Why Russian workers are being taught how to smile https://t.co/vY98gixMx9,19,BBCNews
19,0.0,Fri Jun 08 23:32:59 +0000 2018,0.0,1.0,0.0,More than a million on social housing waiting lists https://t.co/J3BQozhQUf,20,BBCNews
20,0.0,Fri Jun 08 23:32:59 +0000 2018,0.0,1.0,0.0,Trooping the Colour: Guardsman first to wear turban https://t.co/EiQZvEI7DS,21,BBCNews
21,0.4019,Fri Jun 08 23:32:59 +0000 2018,0.0,0.722,0.278,Business leaders urged to help run schools https://t.co/gIrgtPRcY5,22,BBCNews
22,0.4939,Fri Jun 08 23:15:25 +0000 2018,0.0,0.714,0.286,Queen’s Birthday Honours 2018: Underwater photographer gets MBE https://t.co/MtjFZyjpy0,23,BBCNews
23,-0.4939,Fri Jun 08 23:15:25 +0000 2018,0.262,0.738,0.0,China hackers steal data from US Navy contractor - reports https://t.co/EO3OrqqlRD,24,BBCNews
24,0.2263,Fri Jun 08 23:13:06 +0000 2018,0.184,0.56,0.256,Newspaper headlines: Birthday honours and a disruptive President Trump https://t.co/WE0tztTAEu,25,BBCNews
25,0.1027,Fri Jun 08 23:05:54 +0000 2018,0.167,0.641,0.192,French Open 2018: Simona Halep aims for maiden Grand Slam title https://t.co/ZaDcfJtZV0,26,BBCNews
26,0.4939,Fri Jun 08 22:54:20 +0000 2018,0.0,0.714,0.286,Queen’s Birthday Honours 2018: Lizzy Yarnold becomes OBE https://t.co/npOYSIKoFi,27,BBCNews
27,0.4939,Fri Jun 08 22:54:19 +0000 2018,0.0,0.758,0.242,Queen’s Birthday Honours 2018: MBE for TV gardener Monty Don https://t.co/NLu1eq0cNk,28,BBCNews
28,0.4939,Fri Jun 08 22:54:19 +0000 2018,0.0,0.738,0.262,"Queen’s Birthday Honours 2018: Poppy seller, 103, gets MBE https://t.co/vJmlNdMOEZ",29,BBCNews
29,0.4939,Fri Jun 08 22:54:19 +0000 2018,0.0,0.775,0.225,Queen’s Birthday Honours 2018: Nurse for first HIV patients gets OBE https://t.co/DFtlDgptjO,30,BBCNews
30,0.0,Fri Jun 08 22:54:17 +0000 2018,0.0,1.0,0.0,Leo Varadkar is first taoiseach to visit Orange Order HQ https://t.co/Fz3BqrT4zU,31,BBCNews
31,0.4939,Fri Jun 08 22:35:29 +0000 2018,0.0,0.652,0.348,Could an emoji save your life? https://t.co/yKQEpIIeKy,32,BBCNews
32,0.0,Fri Jun 08 22:35:29 +0000 2018,0.0,1.0,0.0,Anthony Bourdain: Five of his tips for eating out https://t.co/O8UHzvePFG,33,BBCNews
33,0.7506,Fri Jun 08 22:33:04 +0000 2018,0.0,0.584,0.416,Birthday Honours 2018: Health workers honoured in NHS 70th year https://t.co/JOYploUs7f,34,BBCNews
34,0.6369,Fri Jun 08 22:25:48 +0000 2018,0.0,0.634,0.366,Taylor Swift praises Manchester's 'incredible resilience' as UK tour launches https://t.co/W5ljCGMlPT,35,BBCNews
35,0.0,Fri Jun 08 22:02:05 +0000 2018,0.0,1.0,0.0,Trump Kim: Impersonators buddy up in Singapore https://t.co/v1FmqlErzf,36,BBCNews
36,0.0,Fri Jun 08 22:02:05 +0000 2018,0.0,1.0,0.0,Brexit trade proposals will not be published until after EU summit https://t.co/Bx9yWmBS5v,37,BBCNews
37,0.3612,Fri Jun 08 21:58:17 +0000 2018,0.0,0.828,0.172,"Saturday’s Telegraph: ""Meat found in vegan ready meals"" #tomorrowspaperstoday #bbcpapers (via @BBCHelenaLee) https://t.co/Qwmok5xuBX",38,BBCNews
38,0.0,Fri Jun 08 21:58:01 +0000 2018,0.0,1.0,0.0,"Saturday’s Express: ""New law to tackle moped muggers"" #tomorrowspaperstoday #bbcpapers (via @BBCHelenaLee) https://t.co/UtUQLCk6yt",39,BBCNews
39,0.0,Fri Jun 08 21:57:50 +0000 2018,0.0,1.0,0.0,"Saturday’s Daily Mail: ""Off the rails!"" #tomorrowspaperstoday #bbcpapers (via @BBCHelenaLee) https://t.co/v8a1aZkBmj",40,BBCNews
40,-0.34,Fri Jun 08 21:57:25 +0000 2018,0.179,0.821,0.0,"Saturday’s Guardian: ""Army ads targeting stressed teenagers"" #tomorrowspaperstoday #bbcpapers (via @BBCHelenaLee) https://t.co/Lg0fYYcbGL",41,BBCNews
41,0.0,Fri Jun 08 21:57:05 +0000 2018,0.0,1.0,0.0,"Saturday’s Sun: ""Tosh &amp; Becks"" #tomorrowspaperstoday #bbcpapers (via @BBCHelenaLee) https://t.co/tqo84swF0g",42,BBCNews
42,0.0,Fri Jun 08 21:56:51 +0000 2018,0.0,1.0,0.0,"Saturday’s Times: ""Trump turns up the heat as G7 splits over Russia"" #tomorrowspaperstoday #bbcpapers (via… https://t.co/EXbSG1x8vR",43,BBCNews
43,0.0,Fri Jun 08 21:56:32 +0000 2018,0.0,1.0,0.0,"Saturday's Mirror: ""Sir Kenny"" #tomorrowspaperstoday #bbcpapers (via @BBCHelenaLee) https://t.co/50XuaBXtHG",44,BBCNews
44,0.8126,Fri Jun 08 21:56:05 +0000 2018,0.0,0.619,0.381,"Saturday's i: ""Birthday honours for the best of British"" #tomorrowspaperstoday #bbcpapers (via @BBCHelenaLee) https://t.co/pG68kIY6GZ",45,BBCNews
45,0.0258,Fri Jun 08 21:55:24 +0000 2018,0.133,0.727,0.139,"Saturday's FT: ""BT cuts off Patterson to calm City"" #tomorrowspaperstoday #bbcpapers (via @BBCHelenaLee) https://t.co/6A2AgGF3Yx",46,BBCNews
46,0.5994,Fri Jun 08 21:54:59 +0000 2018,0.0,0.672,0.328,Super League: St Helens 26-4 Hull Kingston Rovers https://t.co/9oNaXzNxw1,47,BBCNews
47,0.7964,Fri Jun 08 21:40:56 +0000 2018,0.0,0.552,0.448,Richard Scudamore: Premier League chief plays down prospect of European super league https://t.co/MVs26qXe6G,48,BBCNews
48,0.4939,Fri Jun 08 21:40:56 +0000 2018,0.0,0.652,0.348,Birthday Honours 2018: Twelve famous faces https://t.co/87DmVSVOmx,49,BBCNews
49,-0.7184,Fri Jun 08 21:36:06 +0000 2018,0.4,0.6,0.0,Sir Elton John urges social media boycott over hate speech https://t.co/R1daWpz9yt,50,BBCNews
50,0.4939,Fri Jun 08 21:36:06 +0000 2018,0.0,0.758,0.242,Birthday Honours 2018: Kenny Dalglish and Emma Thompson head list https://t.co/aXo0xyY9qk,51,BBCNews
51,0.4939,Fri Jun 08 21:33:46 +0000 2018,0.0,0.758,0.242,"Queen's Birthday Honours: Kenny Dalglish knighted, Anthony Joshua becomes OBE https://t.co/G0PkxEUruf",52,BBCNews
52,0.0,Fri Jun 08 21:19:18 +0000 2018,0.0,1.0,0.0,Women's World Cup Qualifying: Russia Women 1-3 England Women highlights https://t.co/hX6MpJm6Kg,53,BBCNews
53,0.0,Fri Jun 08 20:08:11 +0000 2018,0.0,1.0,0.0,Jean-Pierre Bemba: Congo warlord's conviction overturned https://t.co/e1aavIKy8y,54,BBCNews
54,-0.6705,Fri Jun 08 20:05:54 +0000 2018,0.429,0.571,0.0,US soldier killed in Somalia firefight https://t.co/OxESIdTqNR,55,BBCNews
55,0.0,Fri Jun 08 19:53:57 +0000 2018,0.0,1.0,0.0,Max Verstappen quickest in Canadian GP second practice https://t.co/sJAe8ZrWsw,56,BBCNews
56,0.0,Fri Jun 08 19:53:52 +0000 2018,0.0,1.0,0.0,World Cup warm-up match: Germany 2-1 Saudi Arabia https://t.co/SINZ1rcpR3,57,BBCNews
57,-0.2263,Fri Jun 08 18:49:28 +0000 2018,0.192,0.808,0.0,Nasa: Building blocks of life on Mars found https://t.co/HO8TWQ1q5c,58,BBCNews
58,0.0,Fri Jun 08 18:36:06 +0000 2018,0.0,1.0,0.0,"RT @BBCBreaking: World leaders assemble for 'family photo' at G7 summit in Canada 

https://t.co/9TJ4sS5Kev https://t.co/ZWUrmO3cV5",59,BBCNews
59,-0.8316,Fri Jun 08 18:30:13 +0000 2018,0.557,0.443,0.0,Khalid Ali: Terror suspect 'had knowledge of bomb making' https://t.co/RRL5sKl1Ww,60,BBCNews
60,0.0,Fri Jun 08 18:08:58 +0000 2018,0.0,1.0,0.0,Women's World Cup qualifying: Russia 1-3 England https://t.co/2oiP6sVlBZ,61,BBCNews
61,-0.6557,Fri Jun 08 17:51:50 +0000 2018,0.24,0.76,0.0,Thousands of trains have been cancelled in recent weeks. So what's gone wrong with the UK's railways? 🚆🛤️… https://t.co/ycYHW9JrTt,62,BBCNews
62,0.0,Fri Jun 08 17:50:59 +0000 2018,0.0,1.0,0.0,Alligator knocks out man in Florida https://t.co/ax0lZzLpN7,63,BBCNews
63,-0.34,Fri Jun 08 17:24:04 +0000 2018,0.255,0.745,0.0,'Detention' for contractor over school marking mistake https://t.co/5xTX6s8v9y,64,BBCNews
64,0.0,Fri Jun 08 17:15:58 +0000 2018,0.0,1.0,0.0,"""Some people will look at a bowl of mussels now and wonder if they're going to be eating strands of someone else's… https://t.co/KAAmImjMgN",65,BBCNews
65,-0.6908,Fri Jun 08 17:14:06 +0000 2018,0.588,0.412,0.0,Man charged over 100-year-old's death https://t.co/WHBXR2W4TJ,66,BBCNews
66,0.0,Fri Jun 08 16:52:08 +0000 2018,0.0,1.0,0.0,"RT @BBCSport: Half-Time: Russia Women 1-3 England Women. 

A double for Jill Scott and one for Nikita Parris puts England in control agains…",67,BBCNews
67,-0.3802,Fri Jun 08 16:28:26 +0000 2018,0.11,0.89,0.0,"RT @BBCSport: GOAL! Russia Women 0-1 England Women.

Nikita Parris loses her marker to guide home a header from close range after a lovely…",68,BBCNews
68,0.5859,Fri Jun 08 16:26:33 +0000 2018,0.0,0.774,0.226,Rafael Nadal into French Open final with win over Juan Martin del Potro https://t.co/8vuKGbqHbm,69,BBCNews
69,-0.0516,Fri Jun 08 16:26:31 +0000 2018,0.13,0.87,0.0,Emre Can: Liverpool announce midfielder to leave Anfield https://t.co/2BvahMf5mv,70,BBCNews
70,0.0,Fri Jun 08 16:19:02 +0000 2018,0.0,1.0,0.0,"RT @BBCSport: Incredible.

Rafael Nadal is in the French Open final AGAIN.

LIVE👉https://t.co/9uGaa6ApEd
📻 @5livesport extra
#bbctennis #RG…",71,BBCNews
